Source,word,n
DeepSeek-R1,cheaper,4
DeepSeek-R1,checking,4
DeepSeek-R1,cockroach,4
DeepSeek-R1,coercive,4
DeepSeek-R1,coexist,4
DeepSeek-R1,coldness,4
DeepSeek-R1,collapsing,4
DeepSeek-R1,colluding,4
DeepSeek-R1,coming,4
DeepSeek-R1,comp,4
DeepSeek-R1,compensated,4
DeepSeek-R1,composite,4
DeepSeek-R1,concentrate,4
DeepSeek-R1,condescension,4
DeepSeek-R1,confrontationally,4
DeepSeek-R1,conserved,4
DeepSeek-R1,contentedness,4
DeepSeek-R1,cooperate,4
DeepSeek-R1,cooperativity,4
DeepSeek-R1,corrections,4
DeepSeek-R1,costlier,4
DeepSeek-R1,crap,4
DeepSeek-R1,crucially,4
DeepSeek-R1,crystal,4
DeepSeek-R1,ctivates,4
DeepSeek-R1,curbing,4
DeepSeek-R1,dangerously,4
DeepSeek-R1,darker,4
DeepSeek-R1,defiantly,4
DeepSeek-R1,demonstrably,4
DeepSeek-R1,demonstrated,4
DeepSeek-R1,depresses,4
DeepSeek-R1,destroyed,4
DeepSeek-R1,dilute,4
DeepSeek-R1,dipping,4
DeepSeek-R1,directionless,4
DeepSeek-R1,disengaged,4
DeepSeek-R1,disillusionment,4
DeepSeek-R1,dismay,4
DeepSeek-R1,displaced,4
DeepSeek-R1,displays,4
DeepSeek-R1,disproportionally,4
DeepSeek-R1,dives,4
DeepSeek-R1,doubling,4
DeepSeek-R1,downstream,4
DeepSeek-R1,draw,4
DeepSeek-R1,dry,4
DeepSeek-R1,dump,4
DeepSeek-R1,dysregulated,4
DeepSeek-R1,ecstatic,4
DeepSeek-R1,eight,4
DeepSeek-R1,electrically,4
DeepSeek-R1,electrifies,4
DeepSeek-R1,eleven,4
DeepSeek-R1,elsewhere,4
DeepSeek-R1,emergency,4
DeepSeek-R1,emoving,4
DeepSeek-R1,endorsed,4
DeepSeek-R1,energetically,4
DeepSeek-R1,engeance,4
DeepSeek-R1,erfectly,4
DeepSeek-R1,escaped,4
DeepSeek-R1,established,4
DeepSeek-R1,ethos,4
DeepSeek-R1,evaporates,4
DeepSeek-R1,except,4
DeepSeek-R1,excitation,4
DeepSeek-R1,exhilarating,4
DeepSeek-R1,experiencing,4
DeepSeek-R1,exploding,4
DeepSeek-R1,eyelids,4
DeepSeek-R1,fall,4
DeepSeek-R1,ffering,4
DeepSeek-R1,figures,4
DeepSeek-R1,fingertips,4
DeepSeek-R1,finishing,4
DeepSeek-R1,flagging,4
DeepSeek-R1,flared,4
DeepSeek-R1,flaws,4
DeepSeek-R1,found,4
DeepSeek-R1,four,4
DeepSeek-R1,frenzy,4
DeepSeek-R1,frequently,4
DeepSeek-R1,fter,4
DeepSeek-R1,fuming,4
DeepSeek-R1,gamble,4
DeepSeek-R1,ganzhou,4
DeepSeek-R1,girl,4
DeepSeek-R1,glance,4
DeepSeek-R1,glows,4
DeepSeek-R1,gnites,4
DeepSeek-R1,governed,4
DeepSeek-R1,grabs,4
DeepSeek-R1,grievance,4
DeepSeek-R1,grime,4
DeepSeek-R1,growing,4
DeepSeek-R1,guiyang,4
DeepSeek-R1,guizhou,4
DeepSeek-R1,gutting,4
DeepSeek-R1,haking,4
DeepSeek-R1,hallow,4
DeepSeek-R1,halves,4
DeepSeek-R1,harp,4
DeepSeek-R1,hated,4
DeepSeek-R1,headed,4
DeepSeek-R1,healthy,4
DeepSeek-R1,honest,4
DeepSeek-R1,honestly,4
DeepSeek-R1,huaihua,4
DeepSeek-R1,huh,4
DeepSeek-R1,hygiene,4
DeepSeek-R1,hyperfocused,4
DeepSeek-R1,idealized,4
DeepSeek-R1,identical,4
DeepSeek-R1,identifying,4
DeepSeek-R1,ighteousness,4
DeepSeek-R1,illegitimate,4
DeepSeek-R1,implode,4
DeepSeek-R1,importance,4
DeepSeek-R1,imulating,4
DeepSeek-R1,incoherent,4
DeepSeek-R1,incongruity,4
DeepSeek-R1,incurring,4
DeepSeek-R1,incurs,4
DeepSeek-R1,indignant,4
DeepSeek-R1,inflicting,4
DeepSeek-R1,initiating,4
DeepSeek-R1,inning,4
DeepSeek-R1,instability,4
DeepSeek-R1,insultingly,4
DeepSeek-R1,intellectually,4
DeepSeek-R1,invest,4
DeepSeek-R1,irritable,4
DeepSeek-R1,isproportionate,4
DeepSeek-R1,ists,4
DeepSeek-R1,iteral,4
DeepSeek-R1,iterally,4
DeepSeek-R1,jabbing,4
DeepSeek-R1,jam,4
DeepSeek-R1,jars,4
DeepSeek-R1,jiangsu,4
DeepSeek-R1,journey,4
DeepSeek-R1,keys,4
DeepSeek-R1,kinda,4
DeepSeek-R1,knowingly,4
DeepSeek-R1,kong,4
DeepSeek-R1,lares,4
DeepSeek-R1,laser,4
DeepSeek-R1,late,4
DeepSeek-R1,lesser,4
DeepSeek-R1,linguistic,4
DeepSeek-R1,link,4
DeepSeek-R1,linyi,4
DeepSeek-R1,lips,4
DeepSeek-R1,living,4
DeepSeek-R1,locking,4
DeepSeek-R1,logs,4
DeepSeek-R1,looping,4
DeepSeek-R1,luck,4
DeepSeek-R1,lukewarm,4
DeepSeek-R1,lunch,4
DeepSeek-R1,mad,4
DeepSeek-R1,manage,4
DeepSeek-R1,many,4
DeepSeek-R1,marginalization,4
DeepSeek-R1,maximization,4
DeepSeek-R1,meager,4
DeepSeek-R1,mellow,4
DeepSeek-R1,mess,4
DeepSeek-R1,mindedness,4
DeepSeek-R1,mingled,4
DeepSeek-R1,minimalism,4
DeepSeek-R1,misinterpretation,4
DeepSeek-R1,misinterpreting,4
DeepSeek-R1,mmediately,4
DeepSeek-R1,montreal,4
DeepSeek-R1,mud,4
DeepSeek-R1,nabling,4
DeepSeek-R1,narrow,4
DeepSeek-R1,needless,4
DeepSeek-R1,nerve,4
DeepSeek-R1,nervously,4
DeepSeek-R1,neuroatypical,4
DeepSeek-R1,nine,4
DeepSeek-R1,nineteen,4
DeepSeek-R1,nnecessary,4
DeepSeek-R1,nobody,4
DeepSeek-R1,noodles,4
DeepSeek-R1,notch,4
DeepSeek-R1,notification,4
DeepSeek-R1,ntensified,4
DeepSeek-R1,ntensify,4
DeepSeek-R1,ntentionally,4
DeepSeek-R1,nudging,4
DeepSeek-R1,obligated,4
DeepSeek-R1,obs,4
DeepSeek-R1,observable,4
DeepSeek-R1,observes,4
DeepSeek-R1,obsessing,4
DeepSeek-R1,ombining,4
DeepSeek-R1,omforting,4
DeepSeek-R1,onfronting,4
DeepSeek-R1,ontent,4
DeepSeek-R1,ooted,4
DeepSeek-R1,optimally,4
DeepSeek-R1,orsened,4
DeepSeek-R1,outines,4
DeepSeek-R1,overrule,4
DeepSeek-R1,owever,4
DeepSeek-R1,particular,4
DeepSeek-R1,passing,4
DeepSeek-R1,passiveness,4
DeepSeek-R1,peers,4
DeepSeek-R1,perceptual,4
DeepSeek-R1,perpetuates,4
DeepSeek-R1,pick,4
DeepSeek-R1,pinch,4
DeepSeek-R1,piss,4
DeepSeek-R1,placed,4
DeepSeek-R1,placid,4
DeepSeek-R1,plausible,4
DeepSeek-R1,posed,4
DeepSeek-R1,preclude,4
DeepSeek-R1,predefined,4
DeepSeek-R1,predict,4
DeepSeek-R1,preemptive,4
DeepSeek-R1,premium,4
DeepSeek-R1,pricks,4
DeepSeek-R1,primal,4
DeepSeek-R1,prioritising,4
DeepSeek-R1,productive,4
DeepSeek-R1,prohibitively,4
DeepSeek-R1,proof,4
DeepSeek-R1,properly,4
DeepSeek-R1,prosicial,4
DeepSeek-R1,prososcial,4
DeepSeek-R1,purposefulness,4
DeepSeek-R1,rankles,4
DeepSeek-R1,ransaction,4
DeepSeek-R1,ransactional,4
DeepSeek-R1,ransforming,4
DeepSeek-R1,rash,4
DeepSeek-R1,ratios,4
DeepSeek-R1,re,4
DeepSeek-R1,reach,4
DeepSeek-R1,reached,4
DeepSeek-R1,reads,4
DeepSeek-R1,reasoned,4
DeepSeek-R1,rebellion,4
DeepSeek-R1,recklessness,4
DeepSeek-R1,reconciling,4
DeepSeek-R1,references,4
DeepSeek-R1,relentless,4
DeepSeek-R1,remarkable,4
DeepSeek-R1,replace,4
DeepSeek-R1,request,4
DeepSeek-R1,reserve,4
DeepSeek-R1,residency,4
DeepSeek-R1,responsivity,4
DeepSeek-R1,reverting,4
DeepSeek-R1,reviewing,4
DeepSeek-R1,righteously,4
DeepSeek-R1,riskier,4
DeepSeek-R1,risking,4
DeepSeek-R1,roar,4
DeepSeek-R1,rohibitive,4
DeepSeek-R1,romanticize,4
DeepSeek-R1,rotten,4
DeepSeek-R1,roud,4
DeepSeek-R1,roving,4
DeepSeek-R1,ruling,4
DeepSeek-R1,ruthlessly,4
DeepSeek-R1,sameness,4
DeepSeek-R1,sap,4
DeepSeek-R1,scrapes,4
DeepSeek-R1,seated,4
DeepSeek-R1,serve,4
DeepSeek-R1,shafted,4
DeepSeek-R1,shaken,4
DeepSeek-R1,shakes,4
DeepSeek-R1,shocks,4
DeepSeek-R1,shut,4
DeepSeek-R1,sichuan,4
DeepSeek-R1,sides,4
DeepSeek-R1,sidestepping,4
DeepSeek-R1,simulates,4
DeepSeek-R1,simultaneously,4
DeepSeek-R1,singular,4
DeepSeek-R1,siren,4
DeepSeek-R1,skirts,4
DeepSeek-R1,slice,4
DeepSeek-R1,slip,4
DeepSeek-R1,smoothed,4
DeepSeek-R1,smoothing,4
DeepSeek-R1,snapping,4
DeepSeek-R1,sneer,4
DeepSeek-R1,soft,4
DeepSeek-R1,somehow,4
DeepSeek-R1,soured,4
DeepSeek-R1,spare,4
DeepSeek-R1,spicy,4
DeepSeek-R1,spitefulness,4
DeepSeek-R1,spotlight,4
DeepSeek-R1,stamina,4
DeepSeek-R1,stares,4
DeepSeek-R1,steadied,4
DeepSeek-R1,steadying,4
DeepSeek-R1,stepping,4
DeepSeek-R1,steps,4
DeepSeek-R1,stifling,4
DeepSeek-R1,stim,4
DeepSeek-R1,strikes,4
DeepSeek-R1,subsidize,4
DeepSeek-R1,succeed,4
DeepSeek-R1,sum,4
DeepSeek-R1,super,4
DeepSeek-R1,symbolizes,4
DeepSeek-R1,synergistic,4
DeepSeek-R1,systemically,4
DeepSeek-R1,taints,4
DeepSeek-R1,target,4
DeepSeek-R1,thirds,4
DeepSeek-R1,thrilled,4
DeepSeek-R1,thud,4
DeepSeek-R1,tilts,4
DeepSeek-R1,tinted,4
DeepSeek-R1,tinting,4
DeepSeek-R1,tongue,4
DeepSeek-R1,topping,4
DeepSeek-R1,transgression,4
DeepSeek-R1,transgressions,4
DeepSeek-R1,trapped,4
DeepSeek-R1,trauma,4
DeepSeek-R1,treat,4
DeepSeek-R1,trict,4
DeepSeek-R1,tunnel,4
DeepSeek-R1,uel,4
DeepSeek-R1,uick,4
DeepSeek-R1,uided,4
DeepSeek-R1,uncomplicated,4
DeepSeek-R1,unconsciously,4
DeepSeek-R1,undecided,4
DeepSeek-R1,undefined,4
DeepSeek-R1,undermining,4
DeepSeek-R1,undervalued,4
DeepSeek-R1,undesirable,4
DeepSeek-R1,undramatic,4
DeepSeek-R1,unearned,4
DeepSeek-R1,unharmed,4
DeepSeek-R1,universal,4
DeepSeek-R1,unsatisfied,4
DeepSeek-R1,unstable,4
DeepSeek-R1,unstimulating,4
DeepSeek-R1,unsustainable,4
DeepSeek-R1,unwillingness,4
DeepSeek-R1,upbringing,4
DeepSeek-R1,upporting,4
DeepSeek-R1,v,4
DeepSeek-R1,vanished,4
DeepSeek-R1,vaporized,4
DeepSeek-R1,variables,4
DeepSeek-R1,verification,4
DeepSeek-R1,verride,4
DeepSeek-R1,vibe,4
DeepSeek-R1,violators,4
DeepSeek-R1,virtually,4
DeepSeek-R1,virtuous,4
DeepSeek-R1,voiceless,4
DeepSeek-R1,voluntary,4
DeepSeek-R1,waiting,4
DeepSeek-R1,warp,4
DeepSeek-R1,washed,4
DeepSeek-R1,weighty,4
DeepSeek-R1,went,4
DeepSeek-R1,wildfire,4
DeepSeek-R1,winds,4
DeepSeek-R1,withdrawing,4
DeepSeek-R1,withstand,4
DeepSeek-R1,wondered,4
DeepSeek-R1,wonders,4
DeepSeek-R1,wrath,4
DeepSeek-R1,wreck,4
DeepSeek-R1,xinyu,4
DeepSeek-R1,xishuangbanna,4
DeepSeek-R1,yantai,4
DeepSeek-R1,yibin,4
DeepSeek-R1,yperfocus,4
DeepSeek-R1,zhangjiajie,4
DeepSeek-R1,zhangjiakou,4
DeepSeek-R1,abruptness,3
DeepSeek-R1,accumulates,3
DeepSeek-R1,accumulating,3
DeepSeek-R1,accurately,3
DeepSeek-R1,acuity,3
DeepSeek-R1,administering,3
DeepSeek-R1,advice,3
DeepSeek-R1,aftershock,3
DeepSeek-R1,agent,3
DeepSeek-R1,agony,3
DeepSeek-R1,agreeable,3
DeepSeek-R1,ain,3
DeepSeek-R1,algorithmically,3
DeepSeek-R1,alidation,3
DeepSeek-R1,alleviation,3
DeepSeek-R1,allocates,3
DeepSeek-R1,allowance,3
DeepSeek-R1,anhui,3
DeepSeek-R1,annihilation,3
DeepSeek-R1,answer,3
DeepSeek-R1,answered,3
DeepSeek-R1,anting,3
DeepSeek-R1,anyang,3
DeepSeek-R1,apparently,3
DeepSeek-R1,appearing,3
DeepSeek-R1,appeasement,3
DeepSeek-R1,apprehension,3
DeepSeek-R1,arsh,3
DeepSeek-R1,atisfying,3
DeepSeek-R1,attempted,3
DeepSeek-R1,attribution,3
DeepSeek-R1,auses,3
DeepSeek-R1,availability,3
DeepSeek-R1,bandage,3
DeepSeek-R1,became,3
DeepSeek-R1,behaviorally,3
DeepSeek-R1,behaviour,3
DeepSeek-R1,believing,3
DeepSeek-R1,benefited,3
DeepSeek-R1,benign,3
DeepSeek-R1,blurred,3
DeepSeek-R1,boredom,3
DeepSeek-R1,bout,3
DeepSeek-R1,brazenly,3
DeepSeek-R1,breaths,3
DeepSeek-R1,bridges,3
DeepSeek-R1,brittle,3
DeepSeek-R1,bsurdly,3
DeepSeek-R1,buildup,3
DeepSeek-R1,bullies,3
DeepSeek-R1,buy,3
DeepSeek-R1,bystander,3
DeepSeek-R1,calculable,3
DeepSeek-R1,calls,3
DeepSeek-R1,canceling,3
DeepSeek-R1,capable,3
DeepSeek-R1,careful,3
DeepSeek-R1,carrying,3
DeepSeek-R1,carved,3
DeepSeek-R1,cheapskate,3
DeepSeek-R1,cheapskates,3
DeepSeek-R1,checks,3
DeepSeek-R1,clammy,3
DeepSeek-R1,cleanse,3
DeepSeek-R1,clutch,3
DeepSeek-R1,coffee,3
DeepSeek-R1,comfortably,3
DeepSeek-R1,comorbidities,3
DeepSeek-R1,competing,3
DeepSeek-R1,complacency,3
DeepSeek-R1,comply,3
DeepSeek-R1,computationally,3
DeepSeek-R1,concluded,3
DeepSeek-R1,concluding,3
DeepSeek-R1,consciously,3
DeepSeek-R1,considers,3
DeepSeek-R1,constant,3
DeepSeek-R1,constructing,3
DeepSeek-R1,contaminated,3
DeepSeek-R1,contest,3
DeepSeek-R1,contextualizing,3
DeepSeek-R1,contribution,3
DeepSeek-R1,converge,3
DeepSeek-R1,cooler,3
DeepSeek-R1,cooperating,3
DeepSeek-R1,corrupt,3
DeepSeek-R1,counteracted,3
DeepSeek-R1,counterbalance,3
DeepSeek-R1,counting,3
DeepSeek-R1,coursing,3
DeepSeek-R1,covert,3
DeepSeek-R1,credit,3
DeepSeek-R1,creep,3
DeepSeek-R1,criterion,3
DeepSeek-R1,ctive,3
DeepSeek-R1,curbs,3
DeepSeek-R1,dalian,3
DeepSeek-R1,damaging,3
DeepSeek-R1,damp,3
DeepSeek-R1,dampness,3
DeepSeek-R1,debate,3
DeepSeek-R1,decays,3
DeepSeek-R1,dedication,3
DeepSeek-R1,deduct,3
DeepSeek-R1,deducting,3
DeepSeek-R1,defeat,3
DeepSeek-R1,defeated,3
DeepSeek-R1,defensive,3
DeepSeek-R1,defining,3
DeepSeek-R1,definitions,3
DeepSeek-R1,definitive,3
DeepSeek-R1,definitively,3
DeepSeek-R1,depleting,3
DeepSeek-R1,destabilize,3
DeepSeek-R1,deviant,3
DeepSeek-R1,dialing,3
DeepSeek-R1,dictating,3
DeepSeek-R1,digging,3
DeepSeek-R1,digitally,3
DeepSeek-R1,dimmed,3
DeepSeek-R1,diplomacy,3
DeepSeek-R1,directional,3
DeepSeek-R1,dirt,3
DeepSeek-R1,disadvantageous,3
DeepSeek-R1,disbursed,3
DeepSeek-R1,discernible,3
DeepSeek-R1,disincentivize,3
DeepSeek-R1,disproportion,3
DeepSeek-R1,disruptively,3
DeepSeek-R1,dissolved,3
DeepSeek-R1,distracted,3
DeepSeek-R1,disturbs,3
DeepSeek-R1,divisions,3
DeepSeek-R1,drainage,3
DeepSeek-R1,drum,3
DeepSeek-R1,eacting,3
DeepSeek-R1,eartbeat,3
DeepSeek-R1,eating,3
DeepSeek-R1,ebalancing,3
DeepSeek-R1,ectifying,3
DeepSeek-R1,ecured,3
DeepSeek-R1,edginess,3
DeepSeek-R1,embodying,3
DeepSeek-R1,embrace,3
DeepSeek-R1,emotionless,3
DeepSeek-R1,emotive,3
DeepSeek-R1,empathic,3
DeepSeek-R1,empered,3
DeepSeek-R1,empower,3
DeepSeek-R1,enalizing,3
DeepSeek-R1,endpoint,3
DeepSeek-R1,endured,3
DeepSeek-R1,endures,3
DeepSeek-R1,eneficial,3
DeepSeek-R1,enrage,3
DeepSeek-R1,ense,3
DeepSeek-R1,envy,3
DeepSeek-R1,eplaced,3
DeepSeek-R1,equilibriums,3
DeepSeek-R1,erhaps,3
DeepSeek-R1,errors,3
DeepSeek-R1,escaping,3
DeepSeek-R1,esolves,3
DeepSeek-R1,estrained,3
DeepSeek-R1,etaining,3
DeepSeek-R1,evenge,3
DeepSeek-R1,evens,3
DeepSeek-R1,eviating,3
DeepSeek-R1,eviation,3
DeepSeek-R1,exaggerates,3
DeepSeek-R1,exclusion,3
DeepSeek-R1,executes,3
DeepSeek-R1,exerted,3
DeepSeek-R1,exhibited,3
DeepSeek-R1,experimentation,3
DeepSeek-R1,explosion,3
DeepSeek-R1,explosiveness,3
DeepSeek-R1,expressing,3
DeepSeek-R1,extraordinary,3
DeepSeek-R1,eye,3
DeepSeek-R1,fabric,3
DeepSeek-R1,facet,3
DeepSeek-R1,factoring,3
DeepSeek-R1,fate,3
DeepSeek-R1,fester,3
DeepSeek-R1,ffset,3
DeepSeek-R1,finalization,3
DeepSeek-R1,firsthand,3
DeepSeek-R1,flatline,3
DeepSeek-R1,flavored,3
DeepSeek-R1,flexibly,3
DeepSeek-R1,fluorescent,3
DeepSeek-R1,fractures,3
DeepSeek-R1,frenzied,3
DeepSeek-R1,frequent,3
DeepSeek-R1,frowning,3
DeepSeek-R1,frugal,3
DeepSeek-R1,frustratingly,3
DeepSeek-R1,fuck,3
DeepSeek-R1,fujian,3
DeepSeek-R1,functioning,3
DeepSeek-R1,funnels,3
DeepSeek-R1,gambled,3
DeepSeek-R1,gift,3
DeepSeek-R1,glancing,3
DeepSeek-R1,glowing,3
DeepSeek-R1,gritting,3
DeepSeek-R1,grotesque,3
DeepSeek-R1,grumble,3
DeepSeek-R1,guangdong,3
DeepSeek-R1,guardedness,3
DeepSeek-R1,guts,3
DeepSeek-R1,gutted,3
DeepSeek-R1,habitually,3
DeepSeek-R1,hammer,3
DeepSeek-R1,handed,3
DeepSeek-R1,handled,3
DeepSeek-R1,hardwired,3
DeepSeek-R1,hide,3
DeepSeek-R1,hierarchies,3
DeepSeek-R1,hierarchy,3
DeepSeek-R1,hmph,3
DeepSeek-R1,hollowness,3
DeepSeek-R1,honesty,3
DeepSeek-R1,hotpot,3
DeepSeek-R1,hould,3
DeepSeek-R1,hour,3
DeepSeek-R1,humanity,3
DeepSeek-R1,hus,3
DeepSeek-R1,hyperfixates,3
DeepSeek-R1,hyperfocuses,3
DeepSeek-R1,ice,3
DeepSeek-R1,icy,3
DeepSeek-R1,idealizes,3
DeepSeek-R1,identified,3
DeepSeek-R1,ideology,3
DeepSeek-R1,ignificant,3
DeepSeek-R1,iltered,3
DeepSeek-R1,immersive,3
DeepSeek-R1,impacted,3
DeepSeek-R1,impartiality,3
DeepSeek-R1,imperfection,3
DeepSeek-R1,impetus,3
DeepSeek-R1,implication,3
DeepSeek-R1,improbable,3
DeepSeek-R1,incline,3
DeepSeek-R1,included,3
DeepSeek-R1,inconsiderate,3
DeepSeek-R1,indecisiveness,3
DeepSeek-R1,infer,3
DeepSeek-R1,injury,3
DeepSeek-R1,inputs,3
DeepSeek-R1,interfering,3
DeepSeek-R1,internalization,3
DeepSeek-R1,introduce,3
DeepSeek-R1,invisible,3
DeepSeek-R1,involve,3
DeepSeek-R1,irect,3
DeepSeek-R1,irritant,3
DeepSeek-R1,irritatingly,3
DeepSeek-R1,isolated,3
DeepSeek-R1,ithout,3
DeepSeek-R1,itting,3
DeepSeek-R1,jolting,3
DeepSeek-R1,jolts,3
DeepSeek-R1,jumped,3
DeepSeek-R1,large,3
DeepSeek-R1,lasts,3
DeepSeek-R1,leaned,3
DeepSeek-R1,leap,3
DeepSeek-R1,leased,3
DeepSeek-R1,lessons,3
DeepSeek-R1,letter,3
DeepSeek-R1,lightness,3
DeepSeek-R1,liminates,3
DeepSeek-R1,linfen,3
DeepSeek-R1,lip,3
DeepSeek-R1,llocating,3
DeepSeek-R1,loads,3
DeepSeek-R1,locked,3
DeepSeek-R1,longevity,3
DeepSeek-R1,lood,3
DeepSeek-R1,loosening,3
DeepSeek-R1,lowball,3
DeepSeek-R1,luan,3
DeepSeek-R1,main,3
DeepSeek-R1,majority,3
DeepSeek-R1,man,3
DeepSeek-R1,management,3
DeepSeek-R1,manipulated,3
DeepSeek-R1,margin,3
DeepSeek-R1,maxed,3
DeepSeek-R1,meanings,3
DeepSeek-R1,mechanic,3
DeepSeek-R1,metric,3
DeepSeek-R1,mimicry,3
DeepSeek-R1,misapplied,3
DeepSeek-R1,misleading,3
DeepSeek-R1,mocks,3
DeepSeek-R1,momentum,3
DeepSeek-R1,morale,3
DeepSeek-R1,motions,3
DeepSeek-R1,mplementing,3
DeepSeek-R1,muffles,3
DeepSeek-R1,muscle,3
DeepSeek-R1,nears,3
DeepSeek-R1,neatly,3
DeepSeek-R1,necessitate,3
DeepSeek-R1,needle,3
DeepSeek-R1,nergizing,3
DeepSeek-R1,nergy,3
DeepSeek-R1,neurocognition,3
DeepSeek-R1,neurotype,3
DeepSeek-R1,normalized,3
DeepSeek-R1,normatively,3
DeepSeek-R1,ntensifies,3
DeepSeek-R1,nudge,3
DeepSeek-R1,nudged,3
DeepSeek-R1,nusual,3
DeepSeek-R1,nvesting,3
DeepSeek-R1,object,3
DeepSeek-R1,observers,3
DeepSeek-R1,occupies,3
DeepSeek-R1,oetic,3
DeepSeek-R1,ogically,3
DeepSeek-R1,ollectively,3
DeepSeek-R1,onfirms,3
DeepSeek-R1,onserving,3
DeepSeek-R1,ontribute,3
DeepSeek-R1,opponent,3
DeepSeek-R1,opponents,3
DeepSeek-R1,orcing,3
DeepSeek-R1,orderline,3
DeepSeek-R1,organic,3
DeepSeek-R1,orthy,3
DeepSeek-R1,ossibly,3
DeepSeek-R1,othing,3
DeepSeek-R1,outliers,3
DeepSeek-R1,outside,3
DeepSeek-R1,outsized,3
DeepSeek-R1,outwardly,3
DeepSeek-R1,overstimulating,3
DeepSeek-R1,painting,3
DeepSeek-R1,palm,3
DeepSeek-R1,paralyze,3
DeepSeek-R1,participating,3
DeepSeek-R1,perceptive,3
DeepSeek-R1,permanence,3
DeepSeek-R1,perpetuate,3
DeepSeek-R1,persisting,3
DeepSeek-R1,phantom,3
DeepSeek-R1,phases,3
DeepSeek-R1,phrase,3
DeepSeek-R1,pill,3
DeepSeek-R1,pit,3
DeepSeek-R1,pitiful,3
DeepSeek-R1,pivot,3
DeepSeek-R1,pivotal,3
DeepSeek-R1,plain,3
DeepSeek-R1,plateaus,3
DeepSeek-R1,pockets,3
DeepSeek-R1,polite,3
DeepSeek-R1,ponder,3
DeepSeek-R1,pos,3
DeepSeek-R1,precedent,3
DeepSeek-R1,predisposed,3
DeepSeek-R1,predominant,3
DeepSeek-R1,princi,3
DeepSeek-R1,proceed,3
DeepSeek-R1,producing,3
DeepSeek-R1,prominent,3
DeepSeek-R1,promote,3
DeepSeek-R1,prompts,3
DeepSeek-R1,protests,3
DeepSeek-R1,province,3
DeepSeek-R1,prudence,3
DeepSeek-R1,ptimal,3
DeepSeek-R1,pulling,3
DeepSeek-R1,pulls,3
DeepSeek-R1,punched,3
DeepSeek-R1,punitively,3
DeepSeek-R1,putting,3
DeepSeek-R1,puyang,3
DeepSeek-R1,qinhuangdao,3
DeepSeek-R1,quantified,3
DeepSeek-R1,ractically,3
DeepSeek-R1,ragmatism,3
DeepSeek-R1,rain,3
DeepSeek-R1,reaching,3
DeepSeek-R1,reaffirmation,3
DeepSeek-R1,realigned,3
DeepSeek-R1,realizing,3
DeepSeek-R1,reassured,3
DeepSeek-R1,rebalance,3
DeepSeek-R1,rebalances,3
DeepSeek-R1,rebel,3
DeepSeek-R1,recalibrating,3
DeepSeek-R1,recipient,3
DeepSeek-R1,reckoning,3
DeepSeek-R1,reconciles,3
DeepSeek-R1,redirected,3
DeepSeek-R1,redirects,3
DeepSeek-R1,redistributes,3
DeepSeek-R1,redistributing,3
DeepSeek-R1,redresses,3
DeepSeek-R1,redressing,3
DeepSeek-R1,refocus,3
DeepSeek-R1,regretful,3
DeepSeek-R1,rehearsed,3
DeepSeek-R1,reinstated,3
DeepSeek-R1,relationship,3
DeepSeek-R1,relentlessly,3
DeepSeek-R1,reliably,3
DeepSeek-R1,rely,3
DeepSeek-R1,remembering,3
DeepSeek-R1,reminds,3
DeepSeek-R1,reparative,3
DeepSeek-R1,repeatedly,3
DeepSeek-R1,reporting,3
DeepSeek-R1,respects,3
DeepSeek-R1,resurface,3
DeepSeek-R1,resurge,3
DeepSeek-R1,revent,3
DeepSeek-R1,reverse,3
DeepSeek-R1,revolting,3
DeepSeek-R1,revulsion,3
DeepSeek-R1,rhythm,3
DeepSeek-R1,rhythmically,3
DeepSeek-R1,richer,3
DeepSeek-R1,rigidities,3
DeepSeek-R1,rioritize,3
DeepSeek-R1,ripped,3
DeepSeek-R1,ritualized,3
DeepSeek-R1,rituals,3
DeepSeek-R1,rocessing,3
DeepSeek-R1,rollercoaster,3
DeepSeek-R1,rosociality,3
DeepSeek-R1,rot,3
DeepSeek-R1,rove,3
DeepSeek-R1,rrelevant,3
DeepSeek-R1,rue,3
DeepSeek-R1,running,3
DeepSeek-R1,rural,3
DeepSeek-R1,safest,3
DeepSeek-R1,savings,3
DeepSeek-R1,scorning,3
DeepSeek-R1,scratches,3
DeepSeek-R1,se,3
DeepSeek-R1,searing,3
DeepSeek-R1,seeming,3
DeepSeek-R1,selective,3
DeepSeek-R1,sens,3
DeepSeek-R1,serene,3
DeepSeek-R1,shanwei,3
DeepSeek-R1,shatters,3
DeepSeek-R1,shielded,3
DeepSeek-R1,shielding,3
DeepSeek-R1,shockingly,3
DeepSeek-R1,shoes,3
DeepSeek-R1,shouting,3
DeepSeek-R1,shouts,3
DeepSeek-R1,sick,3
DeepSeek-R1,sighs,3
DeepSeek-R1,sight,3
DeepSeek-R1,silenced,3
DeepSeek-R1,simplifying,3
DeepSeek-R1,skate,3
DeepSeek-R1,skim,3
DeepSeek-R1,skimmed,3
DeepSeek-R1,skipped,3
DeepSeek-R1,skull,3
DeepSeek-R1,sleeves,3
DeepSeek-R1,slighting,3
DeepSeek-R1,smarts,3
DeepSeek-R1,smashed,3
DeepSeek-R1,smolders,3
DeepSeek-R1,smoother,3
DeepSeek-R1,smothers,3
DeepSeek-R1,snap,3
DeepSeek-R1,soc,3
DeepSeek-R1,socioeconomic,3
